wid,price,variety,region,province,country,winery,encoded,color
4168,27.0,Zinfandel,"Dry Creek Valley, Sonoma",California,US,Pech Merle,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4169,40.0,Chardonnay,"Carneros, Napa-Sonoma",California,US,Saintsbury,"0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4170,22.0,Syrah,"Knights Valley, Sonoma",California,US,Lawer,"0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0", red
4171,100.0,Pinot Noir,nan,Maule Valley,Chile,Torres,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4172,13.0,Rosé,nan,Maule Valley,Chile,Apaltagua,"0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0", pink
4173,26.0,Sauvignon Blanc,"Monterey County, Central Coast",California,US,Byington,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4174,10.0,Rosé,Mediterranée,France Other,France,Ravoire et Fils,"0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0", pink
4175,30.0,Chardonnay,"Russian River Valley, Sonoma",California,US,3 Badge Beverage,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4176,,White Blend,Sicilia,Sicily & Sardinia,Italy,Case Bianche,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4177,20.0,Red Blend,"Sierra Foothills, Sierra Foothills",California,US,La Clarine Farm,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0", red
4178,16.0,Red Blend,nan,Colchagua Valley,Chile,Montes,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0", red
4179,12.0,Malbec,Côtes du Lot,Southwest France,France,Pelvillain Frères,"1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4180,17.0,Chardonnay,Pays d'Oc,Languedoc-Roussillon,France,Jean-Luc and Paul Aegerter,"0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0", white
4181,24.0,Zinfandel,Lake County,California,US,Jelly Jar,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0", red
4182,10.0,Muscat,Pays d'Oc,Languedoc-Roussillon,France,La Croix du Pin,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4183,11.0,Barbera,"California, California Other",California,US,McManis,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0", red
4184,12.0,Tempranillo,Vino de la Tierra de Castilla,Central Spain,Spain,Montalvo Wilmot,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4185,15.0,Rosé,Bordeaux Rosé,Bordeaux,France,Producta Vignobles,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", pink
4186,17.0,Torrontés,Salta,Other,Argentina,Nuna,"0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0", white
4187,12.0,Pinot Noir,"California, California Other",California,US,Parducci,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4188,25.0,White Blend,Vigneti delle Dolomiti,Northeastern Italy,Italy,Peter Zemmer,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0", white
4189,25.0,Sauvignon,Collio,Northeastern Italy,Italy,Primosic,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4190,17.0,Bonarda,Mendoza,Mendoza Province,Argentina,Nuna,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4191,20.0,Red Blend,Red Hills Lake County,California,US,Rock Wall,"1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0", red
4192,20.0,Pinot Gris,"Willamette Valley, Willamette Valley",Oregon,US,Coelho,"0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4193,16.0,Pinot Grigio,Colli Orientali del Friuli,Northeastern Italy,Italy,Comelli,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4194,28.0,Sauvignon Blanc,"Rutherford, Napa",California,US,Corvalle,"0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4195,33.0,Tocai,Veneto,Veneto,Italy,De Stefani,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1", white
4196,19.0,Cabernet Sauvignon,"Paso Robles, Central Coast",California,US,Eberle,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4197,18.0,Pecorino,Terre di Chieti,Central Italy,Italy,Farnese,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1", white
4198,,Sauvignon Blanc,Côtes de Gascogne,Southwest France,France,François Lurton,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0", white
4199,,Manzoni,Colli Trevigiani,Northeastern Italy,Italy,Vettori,"0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0", white
4200,14.0,Pinot Grigio,Valdadige,Veneto,Italy,Albino Armani,"0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1", white
4201,24.0,Cortese,Gavi,Piedmont,Italy,Broglia,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4202,54.0,Pinot Noir,"Chalone, Central Coast",California,US,Testarossa,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0", red
4203,36.0,Pinot Noir,"Santa Maria Valley, Central Coast",California,US,Kynsi,"1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0", red
4204,100.0,Bordeaux-style Red Blend,"Diamond Mountain District, Napa",California,US,Von Strasser,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4205,54.0,Pinot Noir,"Russian River Valley, Sonoma",California,US,Testarossa,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4206,69.0,Cabernet Sauvignon,nan,Puente Alto,Chile,Concha y Toro,"0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0", red
4207,42.0,Syrah,"Edna Valley, Central Coast",California,US,Domaine Alfred,"1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0", red
4208,,Sangiovese,Chianti Classico,Tuscany,Italy,Fontodi,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0", red
4209,48.0,Pinot Noir,"Russian River Valley, Sonoma",California,US,Arista,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4210,110.0,Syrah,Clarendon,South Australia,Australia,Clarendon Hills,"0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0", red
4211,35.0,Pinot Noir,"Sonoma Coast, Sonoma",California,US,Landmark,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4212,50.0,Chardonnay,"Russian River Valley, Sonoma",California,US,Williams Selyem,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4213,75.0,Cabernet Sauvignon,"Diamond Mountain District, Napa",California,US,Von Strasser,"1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0", red
4214,75.0,Cabernet Sauvignon,"Diamond Mountain District, Napa",California,US,Von Strasser,"1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4215,50.0,Shiraz,McLaren Vale,South Australia,Australia,Mitolo,"1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0", red
4216,32.0,Portuguese Red,nan,Douro,Portugal,Ramos-Pinto,"1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0", red
4217,45.0,Chardonnay,"Monterey County, Central Coast",California,US,Talbott,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4218,56.0,Pinot Noir,"Sta. Rita Hills, Central Coast",California,US,Testarossa,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0", red
4219,37.0,Cabernet Sauvignon,nan,Pirque,Chile,Concha y Toro,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0", red
4220,27.0,Sangiovese,Chianti Classico,Tuscany,Italy,Carpineto,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0", red
4221,40.0,Pinot Noir,"Green Valley, Sonoma",California,US,Iron Horse,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4222,40.0,Chardonnay,"Sta. Rita Hills, Central Coast",California,US,Longoria,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0", white
4223,58.0,Pinot Noir,"Sonoma Coast, Sonoma",California,US,MacPhail,"0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0", red
4224,27.0,Cabernet Sauvignon,"Napa Valley, Napa",California,US,Merryvale,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4225,50.0,Gewürztraminer,"Russian River Valley, Sonoma",California,US,Williams Selyem,"0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4226,,Sangiovese,Chianti Classico,Tuscany,Italy,Caparsa,"0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0", red
4227,165.0,Syrah,Clarendon,South Australia,Australia,Clarendon Hills,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4228,35.0,Sauvignon Blanc,"Arroyo Seco, Central Coast",California,US,Pessagno,"0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1", white
4229,15.0,White Blend,Penedès,Catalonia,Spain,Terraprima,"0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0", white
4230,18.0,Rhône-style Red Blend,Côtes du Rhône,Rhône Valley,France,Domaine de Givaudan,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0", red
4231,10.0,Chenin Blanc,nan,Western Cape,South Africa,Fleur Du Cap,"0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0", white
4232,12.0,Chenin Blanc,nan,Stellenbosch,South Africa,Winery of Good Hope,"0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0", white
4233,20.0,Red Blend,"Walla Walla Valley (WA), Columbia Valley",Washington,US,Zerba Cellars,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4234,14.0,Grüner Veltliner,nan,Niederösterreich,Austria,Zull,"0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1", white
4235,12.0,Grüner Veltliner,nan,Niederösterreich,Austria,Markus Huber,"0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0", white
4236,19.0,Rosé,Alto Adige,Northeastern Italy,Italy,Josef Weger,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", pink
4237,60.0,Pinot Noir,"Sta. Rita Hills, Central Coast",California,US,Babcock,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4238,17.0,Rhône-style Red Blend,Côtes de Provence,Provence,France,Château de Brigue,"0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0", red
4239,,Rotgipfler,nan,Thermenregion,Austria,Johanneshof Reinisch,"0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0", white
4240,50.0,Cabernet Sauvignon,"Napa Valley, Napa",California,US,Kuleto Estate,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4241,,Rosé,Côtes de Provence,Provence,France,Les Maîtres Vignerons de Saint-Louis,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0", pink
4242,11.0,Chenin Blanc,nan,Robertson,South Africa,Van Loveren,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0", white
4243,16.0,Vermentino,Vermentino di Sardegna,Sicily & Sardinia,Italy,Argiolas,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4244,24.0,Merlot,"Columbia Valley (WA), Columbia Valley",Washington,US,Gamache,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0", red
4245,11.0,Grüner Veltliner,nan,Niederösterreich,Austria,Winzer Krems,"0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0", white
4246,28.0,Bordeaux-style White Blend,"Napa Valley, Napa",California,US,De Sante,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0", white
4247,11.0,Sauvignon Blanc,Tupungato,Mendoza Province,Argentina,Finca Sophenia,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0", white
4248,26.0,Malbec,"Wahluke Slope, Columbia Valley",Washington,US,Gilbert Cellars,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4249,18.0,Gewürztraminer,"Finger Lakes, Finger Lakes",New York,US,Cascata,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4250,18.0,Petite Sirah,"Yolo County, Central Valley",California,US,Berryessa Gap,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0", red
4251,22.0,Red Blend,Mendoza,Mendoza Province,Argentina,Finca Agostino,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0", red
4252,12.0,Chardonnay,nan,Maipo Valley,Chile,Haras,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4253,11.0,Tempranillo,Uco Valley,Mendoza Province,Argentina,O. Fournier,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4254,12.0,Carmenère,nan,Cachapoal Valley,Chile,Santa Ema,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0", red
4255,10.0,Malbec,Mendoza,Mendoza Province,Argentina,Finca Agostino,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4256,10.0,Carmenère,nan,Colchagua Valley,Chile,Luis Felipe Edwards,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0", red
4257,13.0,Malbec,Cafayate,Other,Argentina,Michel Torino,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4258,45.0,Bordeaux-style Red Blend,"Columbia Valley (WA), Columbia Valley",Washington,US,Cave B,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0", red
4259,13.0,Carmenère,nan,Maule Valley,Chile,Chilcas,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4260,,Dolcetto,Dolcetto di Dogliani,Piedmont,Italy,Clavesana,"1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0", red
4261,30.0,Muscat,nan,Muscat of Kefallonian,Greece,Domaine Foivos,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4262,32.0,Nebbiolo,Nebbiolo d'Alba,Piedmont,Italy,Enrico Serafino,"0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0", red
4263,44.0,Chardonnay,"Russian River Valley, Sonoma",California,US,Freeman,"0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4264,22.0,Ruché,Monferrato,Piedmont,Italy,Il Vino dei Padri,"0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0", red
4265,,Nebbiolo,Barbaresco,Piedmont,Italy,La Spinona,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4266,32.0,Pinot Noir,"Santa Lucia Highlands, Central Coast",California,US,Morgan,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4267,89.0,Nebbiolo,Barolo,Piedmont,Italy,Palladino,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4268,13.0,Barbera,Barbera d'Asti,Piedmont,Italy,Pico Maccario,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4269,32.0,Zinfandel,"Napa Valley, Napa",California,US,Benessere,"0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0", red
4270,7.0,Merlot,nan,Viile Timisului,Romania,Cameron Hughes,"1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0", red
4271,26.0,Red Blend,Etna,Sicily & Sardinia,Italy,Frank Cornelissen,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4272,29.0,Red Blend,Sicilia,Sicily & Sardinia,Italy,Tasca d'Almerita,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0", red
4273,17.0,Syrah,Sicilia,Sicily & Sardinia,Italy,Tenuta Rapitalà,"1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4274,,Syrah,Sicilia,Sicily & Sardinia,Italy,Tenuta Rapitalà,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4275,30.0,Fiano,Fiano di Avellino,Southern Italy,Italy,Tenuta Sarno 1860,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4276,,Nero d'Avola,Sicilia,Sicily & Sardinia,Italy,Valle dell'Acate,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4277,20.0,Frappato,Vittoria,Sicily & Sardinia,Italy,Valle dell'Acate,"1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0", red
4278,22.0,Carmenère,nan,Colchagua Valley,Chile,Casa Silva,"0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0", red
4279,14.0,Red Blend,Fronton,Southwest France,France,Château Bouissel,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4280,16.0,Gamay,Brouilly,Beaujolais,France,Château de Pizay,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4281,16.0,Malbec,Cahors,Southwest France,France,Château du Port,"0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0", red
4282,20.0,Bordeaux-style White Blend,Montravel,Southwest France,France,Château Laulerie,"0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0", white
4283,19.0,Bordeaux-style White Blend,Bergerac Sec,Southwest France,France,Château Thénac,"1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0", white
4284,45.0,Bordeaux-style White Blend,Bergerac Sec,Southwest France,France,Château Tour des Gendres,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4285,28.0,Gamay,Chénas,Beaujolais,France,Domaine Chasselay,"1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0", red
4286,16.0,Red Blend,Salice Salentino,Southern Italy,Italy,Leone de Castris,"0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0", red
4287,30.0,Cabernet Sauvignon,"Napa Valley, Napa",California,US,Martin Ray,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4288,,White Blend,Sicilia,Sicily & Sardinia,Italy,Valle dell'Acate,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4289,17.0,Carmenère,nan,Cachapoal Valley,Chile,Viña La Rosa,"1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4290,14.0,White Blend,Gaillac,Southwest France,France,Georges Vigouroux,"0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0", white
4291,20.0,Chardonnay,nan,Leyda Valley,Chile,Misiones de Rengo,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0", white
4292,80.0,Cabernet Sauvignon,"Rutherford, Napa",California,US,Tres Sabores,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4293,35.0,Zinfandel,"Napa Valley, Napa",California,US,Tres Sabores,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4294,28.0,Pinot Noir,"Carneros, Napa-Sonoma",California,US,Verotto,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0", red
4295,35.0,Sparkling Blend,"Russian River Valley, Sonoma",California,US,J Vineyards & Winery,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white or rosé
4296,12.0,Zinfandel,"Amador County, Sierra Foothills",California,US,Kirkland Signature,"0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0", red
4297,25.0,Syrah,"Finger Lakes, Finger Lakes",New York,US,Lucas Vineyards,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0", red
4298,10.0,Cabernet Sauvignon,Luján de Cuyo,Mendoza Province,Argentina,Lagarde,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4299,25.0,Merlot,"North Fork of Long Island, Long Island",New York,US,Raphael,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4300,9.0,Malbec,nan,Maipo Valley,Chile,Santa Alicia,"1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0", red
4301,17.0,Zinfandel,"Amador County, Sierra Foothills",California,US,Sobon Estate,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4302,23.0,Red Blend,"Finger Lakes, Finger Lakes",New York,US,Swedish Hill,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0", red
4303,16.0,Meritage,"Columbia Valley (WA), Columbia Valley",Washington,US,Hogue,"1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0", red
4304,14.0,Cabernet Franc,Texas,Texas,US,Messina Hof,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4305,48.0,Zinfandel,"Dry Creek Valley, Sonoma",California,US,Bella,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4306,13.0,Syrah,San Juan,Other,Argentina,Casa Montes,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0", red
4307,15.0,Red Blend,Vin de Pays du Val de Cesse,Languedoc-Roussillon,France,Château Cabezac,"1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4308,45.0,Pinot Noir,"Sonoma Coast, Sonoma",California,US,Churchill Cellars,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4309,25.0,Zinfandel,"Dry Creek Valley, Sonoma",California,US,Fritz,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0", red
4310,32.0,Cabernet Sauvignon,"Columbia Valley (WA), Columbia Valley",Washington,US,Gård,"0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0", red
4311,60.0,Nebbiolo,Barolo,Piedmont,Italy,Tenuta L'Illuminata,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4312,17.0,Rosé,Côtes de Provence Sainte-Victoire,Provence,France,Bejot Vins et Terroirs,"0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0", pink
4313,35.0,Rosé,Côtes de Provence,Provence,France,Château d'Esclans,"0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0", pink
4314,40.0,Chardonnay,"Sta. Rita Hills, Central Coast",California,US,Conarium,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4315,25.0,Riesling,nan,Wagram,Austria,Leth,"0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0", white
4316,,Red Blend,Mendoza,Mendoza Province,Argentina,Luigi Bosca,"0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0", red
4317,27.0,Chardonnay,"North Fork of Long Island, Long Island",New York,US,Macari,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4318,22.0,Rosé,Côtes de Provence,Provence,France,Fabre en Provence,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", pink
4319,20.0,Rosé,Coteaux d'Aix-en-Provence,Provence,France,Maison Saint Aix,"0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0", pink
4320,21.0,Grenache,"Central Coast, Central Coast",California,US,Margerum,"0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0", red
4321,30.0,Cabernet Sauvignon,"Sierra Foothills, Sierra Foothills",California,US,Martin Lane Winery,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4322,15.0,Moscato,Moscato d'Asti,Piedmont,Italy,Michele Chiarlo,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4323,55.0,Cabernet Sauvignon,"St. Helena, Napa",California,US,Midsummer Cellars,"0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0", red
4324,24.0,Meritage,"Napa Valley, Napa",California,US,Napa Cellars,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4325,16.0,Red Blend,Gaillac,Southwest France,France,L'Enclos des Braves,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0", red
4326,20.0,Rosado,Rioja,Northern Spain,Spain,Marqués de Cáceres,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", pink
4327,42.0,Pinot Noir,"Umpqua Valley, Southern Oregon",Oregon,US,Melrose,"0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0", red
4328,23.0,Red Blend,"Sierra Foothills, Sierra Foothills",California,US,Naggiar,"0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4329,24.0,Red Blend,Toscana,Tuscany,Italy,Petra,"1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0", red
4330,34.0,Sangiovese,Toscana,Tuscany,Italy,PoderNuovo a Palazzone,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4331,13.0,Portuguese Red,nan,Douro,Portugal,Quinta das Carvalhas,"0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0", red
4332,,Portuguese White,nan,Douro,Portugal,Quinta do Crasto,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4333,10.0,Zinfandel,"California, California Other",California,US,Ravenswood,"1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4334,13.0,Carmenère,nan,Colchagua Valley,Chile,Siegel,"1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0", red
4335,12.0,Pinot Noir,nan,Maule Valley,Chile,Sierra Batuco,"1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0", red
